qoss qsim qoss1 qsim1 qoss2 qsim2
3.454 3.477299 3.454 1.295874 3.454 3.158364
5.408 6.087206 5.408 3.806514 5.408 3.659397
21.859 49.51817 21.859 21.983 21.859 16.11825
14.305 32.3289 14.305 8.358716 14.305 8.906945
10.478 16.08719 10.478 3.809491 10.478 7.658305
9.676 8.452947 9.676 2.743905 9.676 6.73159
9.207 5.675404 9.207 2.583173 9.207 6.021032
9.108 4.646688 9.108 2.393418 9.108 5.462347
8.387 4.16487 8.387 2.183542 8.387 5.014823
7.745 5.249806 7.745 3.74635 7.745 4.931581
7.172 4.712666 7.172 2.669753 7.172 4.586016
6.604 4.0713 6.604 2.132018 6.604 4.295051
5.985 3.631352 5.985 1.866673 5.985 4.048994
5.817 3.389023 5.817 1.752705 5.817 3.839506
5.973 3.98052 5.973 2.625551 5.973 3.767524
23.701 52.26282 23.701 55.81321 23.701 22.16541
19.192 34.19236 19.192 19.71068 19.192 11.55785
13.773 17.0363 13.773 8.362678 13.773 9.522299
11.298 10.34299 11.298 7.573917 11.298 8.370202
9.649 6.836511 9.649 5.833162 9.649 7.26868
8.564 5.247286 8.564 5.092616 8.564 6.436134
7.812 4.549756 7.812 4.695989 7.812 5.790217
7.401 4.223143 7.401 4.420723 7.401 5.277866
7.169 4.037196 7.169 4.190658 7.169 4.863637
36.476 66.36335 36.476 74.2923 36.476 31.33137
24.247 49.17446 24.247 33.72812 24.247 18.14321
66.315 92.11048 66.315 90.17166 66.315 51.01615
36.14 60.3868 36.14 40.76432 36.14 30.14011
24.441 31.19842 24.441 20.91878 24.441 20.4719
99.991 103.473 99.991 113.3326 99.991 80.28492
67.481 100.1238 67.481 84.78984 67.481 63.95155
38.049 66.76523 38.049 50.67082 38.049 42.16149
28.974 43.22556 28.974 37.35481 28.974 30.16219
22.947 25.57031 22.947 25.86068 22.947 20.99708
19.439 17.31044 19.439 22.24996 19.439 16.05295
17.784 14.16332 17.784 20.81391 17.784 13.03159
16.911 12.56046 16.911 19.23701 16.911 11.01261
15.632 11.80714 15.632 18.17702 15.632 9.579168
13.744 11.14546 13.744 16.955 13.744 8.512064
12.216 10.5743 12.216 15.86448 12.216 7.687464
10.636 10.0847 10.636 14.88517 10.636 7.035338
9.647 9.648676 9.647 13.9819 9.647 6.505735
9.435 12.46792 9.435 17.31459 9.435 7.439595
8.538 10.91008 8.538 13.74036 8.538 6.812817
7.874 9.423734 7.874 12.12584 7.874 6.286983
7.565 8.554021 7.565 11.24488 7.565 5.850145
7.196 8.026894 7.196 10.5427 7.196 5.485113
6.59 7.640482 6.59 9.902727 6.59 5.172643
6.161 7.309345 6.161 9.304173 6.161 4.900707
5.815 7.003705 5.815 8.74213 5.815 4.659547
5.59 6.714013 5.59 8.21408 5.59 4.444787
5.712 6.437162 5.712 7.717931 5.712 4.252442
5.575 10.1665 5.575 12.62687 5.575 6.362737
5.075 8.462002 5.075 8.619071 5.075 5.418708
4.921 6.827321 4.921 7.084414 4.921 5.03425
4.859 6.709113 4.859 7.489299 4.859 4.717857
4.778 6.042657 4.778 6.485861 4.778 4.448189
4.707 5.471121 4.707 5.858211 4.707 4.213097
4.636 5.082998 4.636 5.436137 4.636 4.004771
4.307 5.155094 4.307 5.566836 4.307 3.823624
4.013 5.479677 4.013 5.861751 4.013 3.833671
3.712 4.920505 3.712 4.862589 3.712 3.676197
3.642 4.449425 3.642 4.379477 3.642 3.537029
3.578 4.147051 3.578 4.079676 3.578 3.413971
3.506 3.93387 3.506 3.827845 3.506 3.305207
3.373 3.758471 3.373 3.595891 3.373 3.207606
3.348 3.599758 3.348 3.378596 3.348 3.118312
3.292 3.450408 3.292 3.174509 3.292 3.034388
3.246 3.308006 3.246 2.982761 3.246 2.954765
3.202 3.171683 3.202 2.802595 3.202 2.878495
3.19 3.041032 3.19 2.633312 3.19 2.805266
3.12 2.915776 3.12 2.474254 3.12 2.735496
3.195 3.896566 3.195 3.880892 3.195 2.871778
3.177 3.385169 3.177 2.711902 3.177 2.791422
3.44 7.195354 3.44 8.265346 3.44 5.823282
3.253 6.472834 3.253 5.62781 3.253 4.098451
3.389 4.437468 3.389 3.264641 3.389 3.834538
4.739 12.55893 4.739 15.03567 4.739 12.07822
4.4 9.298154 4.4 7.361864 4.4 7.37228
11.594 26.89023 11.594 25.63443 11.594 23.50686
12.934 21.12832 12.934 13.50589 12.934 15.05977
12.4 25.39279 12.4 16.24047 12.4 15.69208
10.315 17.57745 10.315 10.96084 10.315 12.73622
8.73 11.26718 8.73 8.294118 8.73 10.32826
8.735 13.48658 8.735 12.89213 8.735 10.46919
8.409 11.07503 8.409 9.80491 8.409 9.139421
7.329 7.436516 7.329 6.577254 7.329 7.841604
7.031 6.468732 7.031 6.852562 7.031 6.882743
21.827 47.29364 21.827 52.69519 21.827 21.57762
12.531 31.06896 12.531 20.60099 12.531 13.33328
9.581 15.89666 9.581 10.34173 9.581 10.74616
8.256 8.977121 8.256 8.221586 8.256 8.984486
7.348 6.830424 7.348 8.122918 7.348 7.725195
6.691 5.554125 6.691 7.074979 6.691 6.780804
7.387 7.073654 7.387 9.364504 7.387 6.497645
8.325 15.01902 8.325 18.56077 8.325 10.86071
7.126 10.70049 7.126 9.914849 7.126 8.56666
6.611 6.989764 6.611 7.047124 6.611 7.3969
5.973 5.218941 5.973 6.195534 5.973 6.505588
5.631 4.471237 5.631 5.755723 5.631 5.805773
5.596 5.341436 5.596 7.019476 5.596 5.253894
19.082 49.90819 19.082 53.82421 19.082 30.90735
19.029 36.24409 19.029 25.31926 19.029 17.55843
13.747 21.5845 13.747 15.3872 13.747 13.92704
10.913 11.90961 10.913 9.965285 10.913 11.10652
10.813 8.931267 10.813 10.06044 10.813 9.217348
27.49 51.67009 27.49 58.0946 27.49 28.69686
23.296 36.5374 23.296 27.03143 23.296 17.33218
17.37 20.98398 17.37 16.0538 17.37 13.31637
20.958 23.23784 20.958 23.74541 20.958 15.32116
16.784 18.01601 16.784 17.5436 16.784 12.30237
12.846 12.08543 12.846 12.59536 12.846 10.1189
10.365 8.575379 10.365 10.44982 10.365 8.576876
9.344 6.984354 9.344 9.534532 9.344 7.430579
8.248 6.269478 8.248 8.9125 8.248 6.545962
7.38 5.878455 7.38 8.367587 7.38 5.846343
7.468 10.36867 7.468 14.32051 7.468 6.929051
6.709 8.396701 6.709 9.557677 6.709 6.145938
6.35 6.886275 6.35 8.271449 6.35 5.512518
5.683 6.2199 5.683 7.854947 5.683 5.000967
5.263 5.43627 5.263 6.871092 5.263 4.575979
6.12 12.16854 6.12 16.22239 6.12 8.584022
5.522 9.885023 5.522 10.1272 5.522 6.375655
5.049 7.011142 5.049 7.261853 5.049 5.648872
4.563 5.375739 4.563 6.204556 4.563 5.072024
8.009 16.11587 8.009 21.02712 8.009 14.7222
8.235 14.02373 8.235 13.62561 8.235 9.840673
6.476 8.910838 6.476 8.03325 6.476 8.20546
5.475 6.013247 5.475 6.400331 5.475 7.010004
4.996 4.775302 4.996 5.82783 4.996 6.103605
4.358 4.239293 4.358 5.437915 4.358 5.395495
4.122 3.958963 4.122 5.10289 4.122 4.829791
3.851 3.765098 3.851 4.793673 3.851 4.369488
3.613 3.848779 3.613 4.851947 3.613 3.990272
3.803 3.744553 3.803 4.542226 3.803 3.673793
5.336 13.04506 5.336 17.34423 5.336 10.79711
5.207 13.33338 5.207 13.55046 5.207 8.074036
5.979 13.62843 5.979 13.82843 5.979 9.163337
7.126 12.32179 7.126 12.07282 7.126 8.847411
5.44 7.861571 5.44 7.029616 5.44 7.431235
4.646 5.193721 4.646 5.438527 4.646 6.376106
4.685 5.29781 4.685 6.572209 4.685 5.579748
3.997 4.321915 3.997 5.106353 3.997 4.951405
3.345 3.621897 3.345 4.472757 3.345 4.444112
2.976 3.248636 2.976 4.141357 2.976 4.027207
2.76 3.036145 2.76 3.881765 2.76 3.679259
2.515 2.886423 2.515 3.645995 2.515 3.384974
2.313 2.76035 2.313 3.425602 2.313 3.133587
2.16 2.644668 2.16 3.218667 2.16 2.917227
2.065 2.535211 2.065 3.02425 2.065 2.729604
1.932 2.430656 1.932 2.841578 1.932 2.565755
1.764 2.33051 1.764 2.669941 1.764 2.421808
1.6 2.234514 1.6 2.50867 1.6 2.294738
1.608 2.142479 1.608 2.357141 1.608 2.182301
1.562 2.482301 1.562 2.88477 1.562 2.083511
1.467 2.241659 1.467 2.305063 1.467 1.995728
1.431 2.011705 1.431 2.040012 1.431 1.917259
1.44 3.090761 1.44 3.845484 1.44 1.848628
1.457 3.511621 1.457 3.963594 1.457 1.85317
1.505 3.641408 1.505 3.991223 1.505 1.877727
1.301 2.688857 1.301 2.467535 1.301 1.896052
1.231 2.044229 1.231 1.946579 1.231 1.913923
1.098 1.734162 1.098 1.759471 1.098 1.931999
0.973 1.58406 0.973 1.642484 0.973 1.9498
1.096 1.494276 1.096 1.541797 1.096 1.967501
1.291 2.17527 1.291 2.680561 1.291 1.986724
1.009 1.841326 1.009 1.77302 1.009 2.002333
0.882 1.523939 0.882 1.434552 0.882 2.017235
0.812 1.349079 0.812 1.3041 0.812 2.031778
0.709 1.257172 0.709 1.225876 0.709 2.04584
0.629 1.191006 0.629 1.146467 0.629 2.059245
0.552 1.136731 0.552 1.075723 0.552 2.072069
0.882 2.636095 0.882 3.652041 0.882 2.403141
3.009 5.700065 3.009 7.913574 3.009 3.664563
4.526 12.58698 4.526 16.82644 4.526 7.417859
2.638 10.13531 2.638 9.755903 2.638 3.714448
1.718 6.471283 1.718 5.73567 1.718 3.362511
2.112 5.441811 2.112 6.027069 2.112 3.257485
1.713 4.537807 1.713 5.204192 1.713 2.989134
1.309 2.951813 1.309 3.345656 1.309 2.763027
1.129 2.052482 1.129 2.739876 1.129 2.57197
0.955 1.65712 0.955 2.499829 0.955 2.408997
0.853 1.48353 0.853 2.337352 0.853 2.268899
0.889 2.144347 0.889 3.313209 0.889 2.148596
0.945 2.90127 0.945 4.062569 0.945 2.057077
0.764 2.193701 0.764 2.640676 0.764 1.965126
0.672 1.638429 0.672 2.133227 0.672 1.884135
0.595 1.360181 0.595 1.93209 0.595 1.813811
0.554 1.227943 0.554 1.803427 0.554 1.839695
0.683 1.685876 0.683 2.50615 0.683 1.866573
1.679 5.960901 1.679 8.613729 1.679 4.038358
1.181 5.802617 1.181 6.355662 1.181 2.262341
0.88 3.676928 0.88 3.45865 0.88 2.143205
0.918 3.991854 0.918 4.944243 0.918 2.141383
0.769 2.670438 0.769 2.896877 0.769 2.038469
1.284 1.783327 1.284 2.212029 1.284 1.947446
2.642 10.28812 2.642 14.4428 2.642 7.299398
1.44 6.914728 1.44 6.077896 1.44 3.416782
1.11 5.089041 1.11 5.185786 1.11 3.164425
3.064 6.699195 3.064 8.102127 3.064 3.653581
27.314 35.86859 27.314 39.6557 27.314 37.35747
8.615 25.00536 8.615 17.07147 8.615 17.57007
4.225 12.49317 4.225 7.964292 4.225 12.88199
2.659 6.276742 2.659 5.761156 2.659 10.01037
1.976 3.877125 1.976 5.135468 1.976 8.10323
1.687 3.011928 1.687 4.780645 1.687 6.76134
1.498 2.658062 1.498 4.468959 1.498 5.775785
1.29 2.477732 1.29 4.193705 1.29 5.027485
1.17 2.708406 1.17 4.340871 1.17 4.445499
1.102 2.476793 1.102 3.83563 1.102 3.981579
1.015 2.261585 1.015 3.530908 1.015 3.605105
0.937 2.11701 0.937 3.304828 0.937 3.295219
0.885 2.016606 0.885 3.109917 0.885 3.036778
1.635 7.279991 1.635 9.362622 1.635 4.599789
1.037 5.379756 1.037 5.055733 1.037 3.570193
0.951 3.83256 0.951 3.974895 0.951 3.264447
2.454 12.08947 2.454 14.12121 2.454 8.107578
2.259 12.48587 2.259 11.3481 2.259 6.165793
5.304 16.05177 5.304 14.77972 5.304 8.886688
3.863 10.44956 3.863 7.800545 3.863 7.251989
2.309 6.073079 2.309 5.201288 2.309 6.148971
1.529 3.797727 1.529 4.217829 1.529 5.323488
1.327 3.66793 1.327 4.715839 1.327 4.690689
1.116 2.995344 1.116 3.882913 1.116 4.191197
1.121 2.546173 1.121 3.496867 1.121 3.789128
1.24 3.431892 1.24 4.52823 1.24 3.46377
1.366 3.205038 1.366 3.854005 1.366 3.194595
2.046 11.56452 2.046 12.98061 2.046 7.872144
1.691 8.006271 1.691 6.241947 1.691 4.895524
1.478 5.353752 1.478 4.696199 1.478 4.359481
1.31 3.511743 1.31 3.601454 1.31 3.929854
1.322 3.286545 1.322 3.908049 1.322 3.581769
1.219 2.975191 1.219 3.541008 1.219 3.294825
1.121 2.455472 1.121 2.980562 1.121 3.054836
1.068 2.137429 1.068 2.717984 1.068 2.852249
1.067 1.954734 1.067 2.530586 1.067 2.679453
1.026 1.832746 1.026 2.36572 1.026 2.530495
1.056 1.766934 1.056 2.249977 1.056 2.401009
1.089 1.711524 1.089 2.132451 1.089 2.287698
1.035 1.619006 1.035 1.973207 1.035 2.187704
1.049 1.536757 1.049 1.845362 1.049 2.098944
1.207 1.490155 1.207 1.761082 1.207 2.019724
3.51 12.5601 3.51 14.76026 3.51 9.16102
12.183 22.23012 12.183 20.3258 12.183 13.28451
13.989 25.82449 13.989 18.94193 13.989 14.70279
12.506 22.33563 12.506 13.10726 12.506 14.28027
9.417 25.86303 9.417 11.37599 9.417 13.66693
6.202 15.11904 6.202 6.342102 6.202 10.63565
4.709 7.99168 4.709 4.801081 4.709 8.621776
3.842 5.366565 3.842 4.690785 3.842 7.221309
3.447 4.128834 3.447 4.225325 3.447 6.200667
3.002 3.461986 3.002 3.830093 3.002 5.430429
2.725 3.118161 2.725 3.562073 2.725 4.832362
2.564 2.932121 2.564 3.352069 2.564 4.356951
2.416 2.813785 2.416 3.169185 2.416 3.972216
2.287 2.689839 2.287 2.970165 2.287 3.655792
2.119 2.595605 2.119 2.81173 2.119 3.392151
2.157 4.87793 2.157 5.064799 2.157 3.549209
2.012 3.897922 2.012 3.285797 2.012 3.307269
2.115 4.352417 2.115 4.050798 2.115 3.203189
3.508 7.058615 3.508 6.573299 3.508 3.68706
18.572 64.63556 18.572 30.49388 18.572 25.63671
14.155 42.88992 14.155 12.97906 14.155 12.80206
13.919 44.53868 13.919 16.20005 13.919 15.9206
8.758 25.46678 8.758 8.049246 8.758 12.19551
6.792 13.18836 6.792 5.427046 6.792 9.770686
5.718 7.937933 5.718 4.719028 5.718 8.115857
5.063 5.964442 5.063 4.363053 5.063 6.927052
27.085 45.08522 27.085 26.74223 27.085 21.5096
16.693 44.48014 16.693 23.00642 16.693 17.05797
13.632 27.53476 13.632 13.23747 13.632 13.58217
9.452 15.1059 9.452 7.754631 9.452 10.77357
42.728 70.46483 42.728 74.96232 42.728 33.83786
33.321 63.68746 33.321 48.62039 33.321 26.71599
25.45 54.80538 25.45 42.8748 25.45 26.68044
18.017 31.61632 18.017 21.13488 18.017 18.56714
13.294 17.91512 13.294 14.36141 13.294 14.03902
10.247 12.1292 10.247 12.49056 10.247 11.23001
8.554 9.868946 8.554 11.54494 8.554 9.340599
7.173 8.879961 7.173 10.78188 7.173 7.996776
6.541 8.330449 6.541 10.11198 6.541 6.999706
6.281 7.932533 6.281 9.497606 6.281 6.234681
6.397 10.26324 6.397 12.46537 6.397 6.598903
5.819 9.194617 5.819 9.862739 5.819 5.932508
5.532 8.322287 5.532 9.005523 5.532 5.398019
5.708 11.9136 5.708 13.87927 5.708 6.873663
5.569 9.75473 5.569 9.457649 5.569 6.154132
5.059 8.177697 5.059 8.232536 5.059 5.599066
4.729 6.967402 4.729 7.177984 4.729 5.13505
4.829 7.531173 4.829 8.231744 4.829 5.205401
4.75 6.838196 4.75 6.951252 4.75 4.822258
4.595 6.024824 4.595 6.059721 4.595 4.501257
4.292 5.504636 4.292 5.585976 4.292 4.231656
4.377 6.637579 4.377 7.125686 4.377 4.303518
4.958 8.728691 4.958 9.219636 4.958 4.868362
4.941 7.207012 4.941 6.39757 4.941 4.538614
4.828 5.685368 4.828 5.063438 4.828 4.252087
5.149 4.862651 5.149 4.557495 5.149 4.006229
9.255 15.89556 9.255 18.29321 9.255 11.10885
43.574 69.89304 43.574 70.07291 43.574 29.79068
40.035 67.05249 40.035 51.62988 40.035 26.30885
34.336 57.25367 34.336 44.4912 34.336 27.04886
24.869 32.46709 24.869 21.65088 24.869 18.85325
49.033 73.64555 49.033 77.46356 49.033 45.70804
47.899 70.19987 47.899 59.66202 47.899 39.6064
31.248 42.84604 31.248 31.48481 31.248 26.29364
23.387 23.67855 23.387 20.36977 23.387 18.65737
18.579 16.24259 18.579 18.72365 18.579 14.39633
14.835 12.70855 14.835 16.70969 14.835 11.71739
12.438 10.84415 12.438 15.18699 12.438 9.896405
39.505 14.89075 39.505 20.45955 39.505 11.46536
49.652 74.00787 49.652 83.93478 49.652 46.51978
41.277 77.20183 41.277 67.62339 41.277 42.65664
27.385 44.53387 27.385 31.50208 27.385 26.55494
22.223 33.54898 22.223 31.65622 22.223 23.89196
22.097 34.98304 22.097 37.05935 22.097 23.68799
34.17 56.3 34.17 60.39961 34.17 34.74388
40.672 64.34012 40.672 62.1545 40.672 40.19629
51.694 75.89614 51.694 73.15847 51.694 51.8243
30.577 47.44831 30.577 37.96475 30.577 31.59022
21.637 27.43484 21.637 26.03222 21.637 21.97022
16.864 18.34612 16.864 22.46031 16.864 16.83921
14.073 14.81638 14.073 20.85857 14.073 13.69632
21.147 36.5021 21.147 45.64566 21.147 20.82222
48.398 85.48578 48.398 92.91675 48.398 60.14164
32.692 56.00077 32.692 43.05609 32.692 31.7343
27.628 31.31496 27.628 26.83169 27.628 22.07029
35.993 55.63575 35.993 62.95788 35.993 40.39418
26.656 40.23161 26.656 36.68488 26.656 26.70476
55.703 71.70941 55.703 77.91305 55.703 55.11581
44.645 54.97931 44.645 48.12923 44.645 36.81928
29.728 33.66497 29.728 30.6375 29.728 25.25396
23.185 23.37204 23.185 26.43692 23.185 19.39965
19.26 18.33629 19.26 23.69482 19.26 15.50645
22.269 30.28094 22.269 38.06992 22.269 18.95289
22.18 31.73439 22.18 34.87499 22.18 18.73771
43.614 58.16545 43.614 63.99438 43.614 36.71661
41.329 57.40056 41.329 53.92478 41.329 35.60984
29.806 36.05038 29.806 30.74667 29.806 24.18859
34.582 33.21839 34.582 35.2511 34.582 24.05508
41.122 59.97723 41.122 66.11493 41.122 42.83536
30.541 40.98021 30.541 35.2194 30.541 26.87866
35.511 39.32002 35.511 40.40076 35.511 28.10222
49.564 66.33894 49.564 71.38357 49.564 49.83826
34.715 46.3222 34.715 39.38773 34.715 31.08996
28.276 29.55896 28.276 28.13348 28.276 22.57113
22.458 20.53689 22.458 23.5578 22.458 17.45273
18.616 17.74932 18.616 22.96108 18.616 15.25243
16.436 20.99233 16.436 26.48333 16.436 15.86124
28.663 56.25131 28.663 64.64768 28.663 37.12831
20.345 45.05686 20.345 39.54623 20.345 26.83824
26.297 46.11456 26.297 45.30319 26.297 30.16885
21.971 37.33068 21.971 35.19147 21.971 25.50152
18.682 36.31246 18.682 37.16667 18.682 25.29275
15.79 27.77699 15.79 27.70785 15.79 20.31361
13.053 20.57101 13.053 22.31723 13.053 16.4679
11.49 18.39391 11.49 21.90846 11.49 14.56478
10.684 23.7065 10.684 28.07968 10.684 15.25408
10.654 24.76326 10.654 26.91939 10.654 15.15489
10.258 24.78675 10.258 26.30008 10.258 15.16309
11.331 25.33042 11.331 26.67527 11.331 15.37191
11.457 22.5208 11.457 23.09168 11.457 14.35371
10.95 19.5998 10.95 20.56025 10.95 13.10008
15.315 23.64364 15.315 25.86047 15.315 14.18509
105.541 107.1381 105.541 118.5199 105.541 90.30283
79.534 93.41872 79.534 74.46521 79.534 60.10438
59.429 91.46261 59.429 79.61953 59.429 70.75448
36.621 55.4966 36.621 41.33762 36.621 39.15923
26.08 31.44751 26.08 27.69949 26.08 25.93541
20.162 21.00239 20.162 24.06701 20.162 19.53068
16.563 19.60906 16.563 25.28942 16.563 16.90188
14.898 20.50984 14.898 25.95744 14.898 15.57009
12.983 21.95655 12.983 26.59018 12.983 15.35526
11.483 27.07585 11.483 31.3192 11.483 16.82268
9.798 22.88445 9.798 24.38152 9.798 14.84292
8.279 18.78903 8.279 20.93063 8.279 13.17577
7.499 16.45872 7.499 19.30365 7.499 11.92149
130.734 129.5666 130.734 147.44 130.734 126.0751
58.811 115.4464 58.811 92.50058 58.811 78.0662
32.006 70.91216 32.006 50.37395 32.006 46.21089
22.084 44.35618 22.084 37.75761 22.084 33.03368
17.583 32.68123 17.583 33.87386 17.583 26.1113
15.221 24.47141 15.221 28.06081 15.221 20.34621
12.617 20.24429 12.617 25.4209 12.617 16.9819
11.079 17.252 11.079 22.72166 11.079 14.25013
9.574 15.45421 9.574 20.94348 9.574 12.35072
8.509 14.53592 8.509 19.7612 8.509 11.03858
7.559 14.06814 7.559 18.82206 7.559 10.109
7.006 13.41796 7.006 17.57597 7.006 9.328876
6.48 13.03052 6.48 16.74603 6.48 8.76695
5.83 12.29917 5.83 15.48017 5.83 8.222645
5.482 11.61023 5.482 14.42607 5.482 7.763081
5.142 13.05687 5.142 15.80186 5.142 7.851378
4.782 12.37207 4.782 14.07238 4.782 7.558701
4.552 11.03248 4.552 12.42884 4.552 7.177013
4.388 10.10256 4.388 11.48363 4.388 6.849053
4.115 9.563224 4.115 10.8373 4.115 6.597416
3.913 9.083746 3.913 10.12844 3.913 6.346922
3.798 8.668616 3.798 9.50071 3.798 6.121157
3.8 8.296026 3.8 8.923869 3.8 5.918499
3.796 7.949193 3.796 8.38439 3.796 5.731946
3.812 7.620231 3.812 7.877891 3.812 5.557375
4.162 9.121227 4.162 9.66509 4.162 5.804589
7.113 14.16201 7.113 14.25855 7.113 7.304918
35.786 67.90207 35.786 73.2587 35.786 36.13106
23.628 57.08728 23.628 42.84226 23.628 26.37045
15.771 34.25534 15.771 22.57664 15.771 20.09724
12.385 19.03577 12.385 14.27318 12.385 15.54907
11.019 12.87838 11.019 12.71121 11.019 12.72049
9.555 10.49563 9.555 11.82788 9.555 10.82155
8.859 9.041625 8.859 10.57606 8.859 9.456451
8.384 8.228909 8.384 9.794162 8.384 8.430026
8.512 7.731462 8.512 9.176733 8.512 7.629041
8.757 7.362165 8.757 8.618532 8.757 6.989432
8.554 7.043835 8.554 8.097421 8.554 6.468838
7.534 6.749475 7.534 7.608251 7.534 6.04141
6.522 6.470338 6.522 7.148687 6.522 5.688555
5.796 6.761774 5.796 7.453468 5.796 5.696991
5.343 8.089742 5.343 8.896112 5.343 6.289865
4.841 7.834194 4.841 7.88891 4.841 6.065969
4.367 6.583657 4.367 6.291248 4.367 5.68318
4.113 5.74691 4.113 5.620551 4.113 5.356533
3.97 5.27897 3.97 5.229119 3.97 5.074014
3.967 5.383562 3.967 5.434058 3.967 4.832704
3.707 5.007793 3.707 4.784887 3.707 4.623176
3.448 4.665575 3.448 4.396471 3.448 4.43733
3.327 4.411591 3.327 4.112106 3.327 4.267337
3.311 4.207636 3.311 3.860818 3.311 4.111431
3.34 4.027262 3.34 3.627215 3.34 3.967827
3.339 3.859312 3.339 3.408071 3.339 3.834568
3.36 3.699779 3.36 3.20221 3.36 3.710082
3.346 3.547241 3.346 3.008788 3.346 3.592786
3.549 3.604627 3.549 3.106542 3.549 3.484046
3.451 3.725827 3.451 3.211978 3.451 3.383406
3.686 3.404096 3.686 2.693559 3.686 3.288619
23.549 37.34248 23.549 38.52241 23.549 35.52277
21.685 50.90048 21.685 43.97022 21.685 27.76319
12.784 30.27439 12.784 17.78098 12.784 19.36628
9.157 15.2923 9.157 9.299836 9.157 14.58585
7.214 8.723488 7.214 7.405119 7.214 11.66448
6 7.073359 6 7.766633 6 10.32346
5.372 6.087399 5.372 6.951811 5.372 8.828552
7.366 5.167018 7.366 6.005476 7.366 7.709055
20.425 58.27354 20.425 65.85019 20.425 30.28403
24.248 71.95827 24.248 63.26246 24.248 32.99899
24.558 50.96635 24.558 36.58532 24.558 26.96031
17.041 26.84821 17.041 18.27228 17.041 18.98295
13.014 14.60705 13.014 13.37114 13.014 14.5214
10.66 9.703293 10.66 11.83867 10.66 11.73279
9.082 7.86987 9.082 11.00809 9.082 9.843211
7.703 7.109872 7.703 10.32678 7.703 8.488151
6.926 6.692573 6.926 9.70087 6.926 7.47401
6.167 6.382957 6.167 9.114648 6.167 6.689001
20.271 43.2206 20.271 50.08508 20.271 32.90798
16.533 31.24099 16.533 24.15155 16.533 18.28648
11.724 17.44981 11.724 13.56487 11.724 14.02408
9.462 11.15863 9.462 11.54846 9.462 11.34321
7.882 8.258742 7.882 10.14489 7.882 9.514203
7.016 6.992557 7.016 9.338672 7.016 8.194029
7.433 13.3327 7.433 17.68147 7.433 10.90977
6.768 10.85451 6.768 11.71736 6.768 9.220852
5.75 8.03338 5.75 9.03555 5.75 7.957329
5.412 6.525435 5.412 8.065876 5.412 6.999069
4.881 5.810579 4.881 7.503774 4.881 6.243835
4.398 5.428122 4.398 7.043829 4.398 5.633136
4.097 5.159301 4.097 6.613955 4.097 5.129967
3.72 4.933179 3.72 6.213373 3.72 4.706939
3.684 4.726082 3.684 5.83788 3.684 4.345485
3.318 4.530349 3.318 5.48523 3.318 4.032047
3.129 4.343469 3.129 5.153906 3.129 3.757604
2.983 4.164499 2.983 4.842597 2.983 3.51611
2.814 3.992956 2.814 4.550094 2.814 3.303245
2.663 3.848329 2.663 4.304477 2.663 3.115374
2.666 4.320357 2.666 4.970269 2.666 2.952131
2.786 5.964835 2.786 7.100758 2.786 2.999409
2.355 4.870818 2.355 4.699398 2.355 2.849027
2.205 3.917863 2.205 3.807081 2.205 2.712984
2.096 3.489107 2.096 3.574062 2.096 2.592075
2.032 3.194962 2.032 3.268129 2.032 2.483903
1.982 3.005131 1.982 3.056393 1.982 2.386164
2.217 5.117975 2.217 6.277112 2.217 2.938956
1.83 4.185756 1.83 3.857764 1.83 2.537733
1.803 3.301561 1.803 3.002955 1.803 2.426698
1.721 3.164573 1.721 3.207817 1.721 2.328778
1.696 2.862912 1.696 2.779387 1.696 2.241117
1.589 2.562882 1.589 2.435861 1.589 2.16157
1.518 2.373105 1.518 2.256838 1.518 2.088783
1.495 2.245189 1.495 2.117031 1.495 2.021768
1.341 2.137427 1.341 1.980485 1.341 1.959944
1.34 2.064084 1.34 1.891612 1.34 1.902785
1.271 1.971859 1.271 1.759803 1.271 1.882134
1.213 1.882604 1.213 1.645515 1.213 1.893509
1.396 1.806653 1.396 1.553249 1.396 1.905861
1.524 3.236597 1.524 3.870986 1.524 2.237876
1.386 4.614704 1.386 5.346481 1.386 2.50598
1.391 4.093382 1.391 3.911902 1.391 1.867928
1.229 2.829042 1.229 2.280144 1.229 1.875327
1.4 3.087759 1.4 3.372202 1.4 1.895479
1.169 2.391159 1.169 2.153853 1.169 1.908626
1.081 1.864328 1.081 1.682047 1.081 1.921728
1.016 1.598167 1.016 1.513273 1.016 1.935361
1.015 1.505399 1.015 1.477425 1.015 1.949496
1.12 1.853902 1.12 2.076379 1.12 1.965159
1.043 3.171262 1.043 4.041988 1.043 2.065171
0.878 2.38639 0.878 2.11815 0.878 1.985247
0.828 1.718418 0.828 1.485931 0.828 1.996974
0.793 1.390177 0.793 1.301631 0.793 2.009638
0.774 1.240569 0.774 1.20846 0.774 2.022473
0.782 1.711024 0.782 2.065503 0.782 2.036723
0.761 1.453861 0.761 1.376452 0.761 2.04909
1.661 3.179808 1.661 4.44432 1.661 2.552253
2.775 8.082499 2.775 11.45031 2.775 5.064587
1.919 7.809613 1.919 8.498096 1.919 2.679969
1.087 4.500852 1.087 3.689222 1.087 2.362882
0.911 2.517052 0.911 2.363739 0.911 2.22813
0.83 1.681169 0.83 2.024664 0.83 2.111186
0.774 1.362159 0.774 1.872934 0.774 2.009197
0.724 1.229173 0.724 1.755815 0.724 1.91988
