qoss qsim qoss1 qsim1 qoss2 qsim2
93.105 103.3431 93.105 114.4372 93.105 67.15081
41.515 70.57766 41.515 46.11334 41.515 32.93139
37.229 63.63471 37.229 52.78123 37.229 38.67313
28.88 55.28184 28.88 47.16469 28.88 36.24708
24.364 52.68076 24.364 47.98125 24.364 35.40324
24.564 48.18377 24.564 44.39986 24.564 32.90733
40.063 58.05713 40.063 57.60608 40.063 40.1669
32.866 37.40124 32.866 31.35369 32.866 26.08119
25.243 21.94385 25.243 21.50612 25.243 18.9438
22.041 14.85907 22.041 18.61473 22.041 14.85919
19.131 12.03767 19.131 17.23596 19.131 12.24131
17.009 10.84148 17.009 16.15898 17.009 10.43341
15.036 10.59126 15.036 15.70399 15.036 9.131534
12.663 10.584 12.663 15.24571 12.663 8.163325
10.663 10.13272 10.663 14.1687 10.663 7.415852
9.805 10.04992 9.805 13.80692 9.805 6.82875
8.991 9.24603 8.991 12.37586 8.991 6.342179
9.078 8.530926 9.078 11.38804 9.078 5.928947
9.921 12.23532 9.921 16.20988 9.921 7.694017
10.715 16.51877 10.715 19.78915 10.715 10.60705
10.346 12.57044 10.346 12.88743 10.346 9.16245
28.624 47.60766 28.624 50.61938 28.624 32.88805
30.307 56.85309 30.307 50.82405 30.307 32.14503
26.116 34.76587 26.116 24.40431 26.116 21.81074
23.045 34.68392 23.045 32.88643 23.045 23.88506
21.118 30.26889 21.118 28.13797 21.118 21.13517
16.895 19.25958 16.895 17.38462 16.895 16.01495
36.055 56.87874 36.055 63.69576 36.055 38.43117
33.557 45.44993 33.557 37.68309 33.557 26.78025
24.659 27.23794 24.659 22.14714 24.659 19.19691
22.571 21.14356 22.571 22.27915 22.571 17.51595
42.367 35.50134 42.367 39.46435 42.367 23.24359
45.988 50.82135 45.988 51.80847 45.988 30.25486
27.43 32.71702 27.43 26.47775 27.43 21.10295
20.231 19.48405 20.231 18.39083 20.231 16.05318
16.223 17.06004 16.223 20.59546 16.223 15.02842
13.465 13.35844 13.465 16.39925 13.465 12.31296
11.484 11.07733 11.484 14.52581 11.484 10.43488
10.742 12.57124 10.742 16.91648 10.742 10.28737
10.161 14.4114 10.161 18.20007 10.161 10.92404
8.987 11.97234 8.987 14.03879 8.987 9.437253
8.257 11.12611 8.257 13.68259 8.257 8.326691
7.656 9.536106 7.656 11.66681 7.656 7.454831
7.25 8.479488 7.25 10.62649 7.25 6.749564
6.995 8.851414 6.995 11.24628 6.995 6.184972
6.743 8.707465 6.743 10.60726 6.743 5.725463
6.241 7.79693 6.241 9.201966 6.241 5.332134
5.998 7.115943 5.998 8.439192 5.998 4.989488
5.724 6.672281 5.724 7.891911 5.724 4.685574
5.275 6.345377 5.275 7.40954 5.275 4.413423
5.018 6.067856 5.018 6.961212 5.018 4.169245
4.937 5.839222 4.937 6.57733 4.937 3.950054
4.937 5.589037 4.937 6.157829 4.937 3.752125
4.881 5.747313 4.881 6.347592 4.881 3.575579
4.744 5.631305 4.744 5.982901 4.744 3.416107
4.573 5.451058 4.573 5.673971 4.573 3.271031
4.515 6.151229 4.515 6.680188 4.515 3.144656
5.013 5.750612 5.013 5.715535 5.013 3.028224
4.765 9.616123 4.765 11.40046 4.765 6.130553
12.393 20.88251 12.393 24.79397 12.393 20.00719
13.849 20.91911 13.849 19.66334 13.849 16.77818
34.929 49.24551 34.929 36.45801 34.929 41.76601
23.977 32.39108 23.977 17.44071 23.977 23.90782
13.445 17.29044 13.445 10.16726 13.445 16.98498
9.738 9.9427 9.738 7.982557 9.738 13.01407
8.118 7.055089 8.118 7.214128 8.118 10.46954
7.122 5.957066 7.122 6.734533 7.122 8.711292
6.3 5.470128 6.3 6.321711 6.3 7.430992
6.223 6.721269 6.223 8.069554 6.223 6.481811
7.825 16.18473 7.825 20.077 7.825 13.78343
7.234 16.34003 7.234 16.12232 7.234 11.88414
6.311 10.65643 6.311 8.878787 6.311 9.673995
5.823 7.109633 5.823 6.707025 5.823 8.102978
5.437 6.511907 5.437 7.315002 5.437 6.961776
6.355 8.467983 6.355 10.03667 6.355 6.681384
5.637 6.771455 5.637 6.846211 5.637 5.891963
6.036 7.770328 6.036 8.883243 6.036 5.558175
6.28 9.104119 6.28 10.17894 6.28 5.611198
6.001 8.220082 6.001 8.414832 6.001 5.067684
6.889 11.9127 6.889 13.6406 6.889 6.688673
5.854 9.357374 5.854 8.761367 5.854 5.918437
5.648 6.816933 5.648 6.564824 5.648 5.288494
8.167 7.792936 8.167 8.910535 8.167 5.146303
9.476 8.739586 9.476 9.678277 9.476 5.119141
21.455 20.21568 21.455 23.49549 21.455 16.14687
14.057 17.69881 14.057 15.64788 14.057 11.41175
9.287 10.69168 9.287 8.450401 9.287 9.321104
7.776 6.624176 7.776 6.325518 7.776 7.835632
7.493 8.753796 7.493 10.42875 7.493 7.513991
6.307 6.648933 6.307 6.866017 6.307 6.512723
5.488 4.971813 5.488 5.537848 5.488 5.728497
4.946 4.150758 4.946 5.043005 4.946 5.103009
4.48 3.75284 4.48 4.703597 4.48 4.592462
3.971 3.524235 3.971 4.413313 3.971 4.169064
3.709 3.356823 3.709 4.145796 3.709 3.813769
3.506 3.21225 3.506 3.89525 3.506 3.512957
3.115 3.07823 3.115 3.659952 3.115 3.254545
2.935 2.950995 2.935 3.43888 2.935 3.030846
2.842 2.829336 2.842 3.231164 2.842 2.836083
2.755 2.830525 2.755 3.211239 2.755 2.665957
3.077 5.100658 3.077 6.52271 3.077 2.655757
2.687 4.068729 2.687 3.910287 2.687 2.509589
2.696 4.243494 2.696 4.701482 2.696 2.381582
2.566 3.869623 2.566 4.063378 2.566 2.268615
3.147 5.685882 3.147 6.967298 3.147 2.53346
2.54 4.209409 2.54 3.92097 2.54 2.290888
2.248 3.029584 2.248 2.897822 2.248 2.184912
2.098 2.45675 2.098 2.575436 2.098 2.090117
2.028 2.22833 2.028 2.44743 2.028 2.005295
1.963 2.078365 1.963 2.270419 1.963 1.92927
1.913 1.966647 1.913 2.120824 1.913 1.860749
1.81 1.8758 1.81 1.990073 1.81 1.847477
1.725 1.795269 1.725 1.869432 1.725 1.866627
2.432 1.72033 2.432 1.756451 2.432 1.886418
2.621 6.2185 2.621 8.909466 2.621 4.349622
1.921 4.502198 1.921 4.005334 1.921 2.233188
1.75 2.842091 1.75 2.383916 1.75 2.120329
1.613 2.03708 1.613 1.976796 1.613 2.021405
1.508 1.702867 1.508 1.816537 1.508 1.934311
1.474 1.552704 1.474 1.701157 1.474 1.857238
1.454 1.465143 1.454 1.597676 1.454 1.823784
1.385 1.398207 1.385 1.501084 1.385 1.849102
1.356 1.698061 1.356 2.003081 1.356 1.875064
1.345 1.516241 1.345 1.53125 1.345 1.8994
1.292 1.33666 1.292 1.322726 1.292 1.922331
1.177 1.226415 1.177 1.220291 1.177 1.944123
1.117 1.155715 1.117 1.143047 1.117 1.964841
1.137 1.31576 1.137 1.438489 1.137 1.98491
1.18 1.303092 1.18 1.323804 1.18 2.003766
1.494 2.761912 1.494 3.816667 1.494 2.265489
1.175 2.056581 1.175 1.867706 1.175 2.002997
1.087 1.423107 1.087 1.228052 1.087 2.018062
1.084 1.510824 1.084 1.740052 1.084 2.035639
1.004 1.229184 1.004 1.204725 1.004 2.051571
0.983 1.021758 0.983 1.001098 0.983 2.066581
0.885 0.9117615 0.885 0.9159856 0.885 2.080723
0.779 0.8502716 0.779 0.8568568 0.779 2.094038
0.842 0.8077311 0.842 0.8045766 0.842 2.106511
1.181 1.94731 1.181 2.85044 1.181 2.198446
0.972 1.486581 0.972 1.410734 0.972 2.115954
0.813 1.18009 0.813 1.169477 0.813 2.126258
0.77 0.9130583 0.77 0.8807813 0.77 2.136634
0.747 0.769075 0.747 0.7715087 0.747 2.146256
0.7 0.6972415 0.7 0.7148828 0.7 2.155214
0.684 0.6553352 0.684 0.6701941 0.684 2.163544
0.677 0.6243745 0.677 0.6295079 0.677 2.17127
1.538 0.7683771 1.538 0.9093082 1.538 2.178547
1.806 6.180378 1.806 10.33919 1.806 4.19348
1.417 4.092809 1.417 3.798762 1.417 1.888262
1.097 2.224388 1.097 1.898616 1.097 1.893672
1.023 1.27193 1.023 1.342625 1.023 1.920395
0.916 0.8883028 0.916 1.178452 0.916 1.945558
0.797 0.7416604 0.797 1.094284 0.797 1.969221
0.75 0.6777346 0.75 1.026372 0.75 1.991372
0.742 0.640306 0.742 0.9641419 0.742 2.012142
0.713 0.6113405 0.713 0.9058767 0.713 2.031566
0.694 0.585478 0.694 0.8511562 0.694 2.049623
0.689 0.5611887 0.689 0.7997441 0.689 2.066376
0.667 0.5380309 0.667 0.7514377 0.667 2.081923
0.658 0.5158601 0.658 0.7060491 0.658 2.096336
0.641 0.4946107 0.641 0.6634022 0.641 2.109665
0.624 0.4742385 0.624 0.6233312 0.624 2.121979
0.622 0.4547058 0.622 0.5856806 0.622 2.133367
0.618 0.4359778 0.618 0.5503041 0.618 2.14394
0.615 0.4318316 0.615 0.54287 0.615 2.153703
0.608 0.4095804 0.608 0.494463 0.608 2.162705
0.608 0.3882708 0.608 0.4597503 0.608 2.170999
0.612 0.4236146 0.612 0.5323954 0.612 2.178645
0.602 0.3881536 0.602 0.4387734 0.602 2.185659
0.764 0.3547597 0.764 0.3932218 0.764 2.192125
1.071 2.484018 1.071 4.38025 1.071 2.6894
0.824 1.683033 0.824 1.685771 0.824 2.115569
0.693 0.9209238 0.693 0.830014 0.693 2.122254
0.648 0.561344 0.648 0.637156 0.648 2.133754
0.64 0.4214778 0.64 0.5766049 0.64 2.144383
1.602 2.848991 1.602 4.995556 1.602 2.797049
2.931 6.989938 2.931 10.34379 2.931 4.09203
2.582 6.904543 2.582 7.871564 2.582 3.014643
1.515 3.795879 1.515 3.273343 1.515 2.060123
1.18 1.886905 1.18 1.965994 1.18 1.958732
1.084 1.089746 1.084 1.650886 1.084 1.870733
1.054 1.088893 1.054 1.961618 1.054 1.794874
1.103 1.606489 1.103 2.676639 1.103 2.010208
1.033 1.209959 1.033 1.79746 1.033 1.836984
0.98 0.8694245 0.98 1.448506 0.98 1.86487
0.904 0.6968793 0.904 1.308534 0.904 1.893208
0.922 0.7486129 0.922 1.418719 0.922 1.920128
0.96 0.6668467 0.96 1.223448 0.96 1.945233
0.976 1.17958 0.976 1.998241 0.976 2.078372
1.056 2.673401 1.056 3.942628 1.056 2.699747
1.09 1.850362 1.09 2.030996 1.09 1.899517
0.994 1.105349 0.994 1.343799 0.994 1.917933
0.914 0.7463945 0.914 1.146598 0.914 1.942846
0.91 0.6046354 0.91 1.064119 0.91 1.966274
0.945 0.5415627 0.945 0.9936989 0.945 1.98812
0.9 0.5801315 0.9 1.041462 0.9 2.00861
0.889 0.9143114 0.889 1.487963 0.889 2.080609
0.851 0.7275485 0.851 1.029126 0.851 2.037639
0.885 0.5636764 0.885 0.8567126 0.885 2.053965
0.871 0.5185728 0.871 0.8429549 0.871 2.069632
0.836 0.461706 0.836 0.7520798 0.836 2.084076
0.799 0.4407094 0.799 0.7222267 0.799 2.097444
0.777 0.412218 0.777 0.66535 0.777 2.109789
0.774 0.3913274 0.774 0.6252633 0.774 2.121213
0.772 0.3685834 0.772 0.580042 0.772 2.131767
0.765 0.3497455 0.765 0.5429785 0.765 2.141538
0.765 0.3338863 0.765 0.5098124 0.765 2.150575
0.762 0.3196433 0.762 0.4789626 0.762 2.15893
0.75 0.3063277 0.75 0.4500246 0.75 2.166688
0.768 0.363129 0.768 0.5311626 0.768 2.17394
0.75 0.3331056 0.75 0.4451068 0.75 2.180603
0.753 0.3089275 0.753 0.4132689 0.753 2.186786
0.765 0.2834191 0.765 0.3759439 0.765 2.192473
0.777 0.2608039 0.777 0.3436562 0.777 2.197722
0.776 0.3387638 0.776 0.4692945 0.776 2.202635
0.777 0.292507 0.777 0.3505659 0.777 2.207086
0.777 0.2615883 0.777 0.3204476 0.777 2.211222
0.777 0.3894539 0.777 0.534256 0.777 2.21512
0.768 0.3655793 0.768 0.4290825 0.768 2.218663
0.781 0.2831471 0.781 0.310457 0.781 2.221907
1.085 1.433245 1.085 2.172525 1.085 2.56504
2.531 6.687133 2.531 9.37211 2.531 4.717566
6.345 14.36278 6.345 16.69451 6.345 8.688034
3.189 9.595826 3.189 7.31622 3.189 4.057312
4.093 9.367113 4.093 8.803971 4.093 5.554396
3.014 5.24609 3.014 4.115966 3.014 4.624469
2.205 2.678044 2.205 2.67883 2.205 4.084218
3.016 5.697847 3.016 6.975199 3.016 5.060036
7.672 12.37703 7.672 12.83661 7.672 10.47361
4.243 7.740015 4.243 5.71765 4.243 7.200595
3.254 5.390828 3.254 4.86595 3.254 6.565564
2.721 3.71848 2.721 3.890601 2.721 5.660044
2.376 2.410969 2.376 3.020324 2.376 4.925164
2.039 1.780782 2.039 2.697196 2.039 4.356996
1.962 1.506387 1.962 2.506167 1.962 3.908358
1.939 1.84282 1.939 2.82915 1.939 3.575517
4.64 11.57469 4.64 12.07599 4.64 10.87556
7.227 12.91844 7.227 10.03833 7.227 9.098974
6.974 12.5049 6.974 9.059553 6.974 10.35117
5.292 7.196 5.292 4.728233 5.292 8.40269
3.937 3.912805 3.937 3.388542 3.937 7.019617
3.197 2.514411 3.197 2.989617 3.197 6.014445
2.735 1.984372 2.735 2.779338 2.735 5.258813
2.605 1.786714 2.605 2.621189 2.605 4.674704
2.593 3.291317 2.593 3.824359 2.593 4.625835
3.121 6.457338 3.121 5.912007 3.121 5.511283
3.107 4.433567 3.107 3.399191 3.107 4.899667
3.849 4.540407 3.849 3.952941 3.849 5.023351
6.331 13.64842 6.331 10.20764 6.331 10.69591
5.669 14.60731 5.669 7.992145 5.669 9.667482
4.296 10.3047 4.296 4.832794 4.296 8.455381
11.268 20.88404 11.268 6.617925 11.268 9.397567
44.8 106.5259 44.8 26.55813 44.8 45.58019
0.0000001 145.6021 0.0000001 34.25769 0.0000001 75.56211
87.827 175.2562 87.827 73.45822 87.827 125.7874
60.83 129.6506 60.83 63.96793 60.83 75.87569
51.16 93.27633 51.16 56.04283 51.16 58.81996
26.334 56.09688 26.334 31.67698 26.334 36.33432
209.471 79.18403 209.471 72.36491 209.471 58.58696
99.525 170.6351 99.525 168.3517 99.525 188.8518
48.51 107.5493 48.51 67.36554 48.51 58.67835
30.053 55.99277 30.053 35.00467 30.053 33.30925
20.668 32.52428 20.668 27.57448 20.668 23.10457
101.496 38.71688 101.496 42.12895 101.496 26.46984
286.134 218.4979 286.134 242.3887 286.134 310.7252
79.597 179.8636 79.597 137.2468 79.597 117.8162
57.3 106.0447 57.3 72.82945 57.3 58.66157
41.711 67.15541 41.711 57.41216 41.711 42.16576
35.509 51.60193 35.509 53.31793 35.509 34.74434
39.958 60.56246 39.958 67.92923 39.958 42.72609
39.596 65.09825 39.596 69.06837 39.596 45.86989
30.726 46.35341 30.726 46.02112 30.726 30.30951
28.169 46.17301 28.169 51.93452 28.169 30.9393
23.01 38.33368 23.01 42.34426 23.01 24.53836
17.778 35.45528 17.778 41.06641 17.778 21.94612
15.169 35.68603 15.169 41.45518 15.169 20.99277
13.414 28.76176 13.414 32.71969 13.414 16.92712
12.088 24.03493 12.088 29.01884 12.088 14.28958
10.891 21.59341 10.891 26.99924 10.891 12.47494
10.006 20.77396 10.006 26.05159 10.006 11.69411
8.996 19.5909 8.996 24.06217 8.996 10.6623
8.558 18.46878 8.558 22.36886 8.558 9.780225
8.195 18.41692 8.195 22.03689 8.195 9.735306
7.591 18.92134 7.591 21.99926 7.591 10.08262
7.27 18.63351 7.27 20.80585 7.27 9.994125
25.645 72.35552 25.645 80.57875 25.645 45.0407
27.694 68.22704 27.694 57.41851 27.694 36.83304
17.016 42.20948 17.016 30.90065 17.016 25.37891
12.991 26.23806 12.991 22.66003 12.991 19.04533
10.831 19.42009 10.831 20.25503 10.831 15.44148
9.967 17.13601 9.967 19.386 9.967 13.12132
10.776 16.61559 10.776 18.95064 10.776 11.74158
13.052 41.4229 13.052 46.5924 13.052 22.31736
11.293 35.22788 11.293 30.64937 11.293 18.60877
10.059 24.79524 10.059 21.36916 10.059 15.38843
9.064 22.04945 9.064 21.89956 9.064 14.29976
8.578 19.31843 8.578 19.43267 8.578 12.74349
8.434 16.54868 8.434 16.96163 8.434 11.32501
8.816 23.65125 8.816 25.48595 8.816 13.26688
9.481 28.90289 9.481 28.64984 9.481 14.98328
8.983 22.48001 8.983 19.53242 8.983 13.10013
8.496 16.91038 8.496 15.56584 8.496 11.36552
9.597 14.52515 9.597 14.6428 9.597 10.35078
19.119 38.91476 19.119 42.53711 19.119 20.08776
29.708 39.27306 29.708 34.37049 29.708 19.54683
50.194 64.14733 50.194 62.93733 50.194 39.39621
37.761 43.09063 37.761 31.13249 37.761 26.08313
26.87 25.14903 26.87 19.22167 26.87 19.1803
56.032 51.91084 56.032 55.84421 56.032 36.5374
70.856 89.52503 70.856 88.9105 70.856 70.99147
45.231 58.19791 45.231 41.41327 45.231 37.91909
41.009 56.97079 41.009 52.56594 41.009 42.32865
31.376 44.48207 31.376 39.32838 31.376 32.98216
24.236 29.21918 24.236 26.69909 24.236 23.61588
19.263 22.1163 19.263 23.85137 19.263 18.94119
15.734 17.59188 15.734 20.707 15.734 15.42436
14.336 15.36884 14.336 19.15568 14.336 13.21687
18.14 23.72683 18.14 28.64887 18.14 14.99512
110.877 135.3208 110.877 151.3602 110.877 135.1674
70.91 115.6503 70.91 90.93558 70.91 77.14513
50.477 76.47906 50.477 56.90759 50.477 51.13585
58.622 70.55886 58.622 65.71117 58.622 54.73716
86.567 102.7098 86.567 104.4673 86.567 99.67892
72.551 82.15273 72.551 70.60214 72.551 62.60185
52.845 59.73735 52.845 53.7492 52.845 45.19566
42.202 43.23884 42.202 43.29747 42.202 33.06015
40.228 46.33923 40.228 52.14977 40.228 35.42637
32.455 36.64368 32.455 39.44848 32.455 27.32085
25.843 27.7869 25.843 32.32988 25.843 21.39413
20.906 23.58897 20.906 29.9364 20.906 17.95066
16.895 19.97485 16.895 26.40496 16.895 14.96036
14.5 17.8523 14.5 24.3513 14.5 12.94947
13.2 16.90409 13.2 23.11588 13.2 11.61707
12.244 23.23514 12.244 29.74404 12.244 13.06026
10.613 21.68249 10.613 25.05146 10.613 12.22085
9.821 22.66851 9.821 26.20954 9.821 12.59162
9.12 20.41425 9.12 22.81947 9.12 11.54947
8.668 16.89122 8.668 19.18798 8.668 10.3703
8.426 14.5297 8.426 17.23805 8.426 9.462639
8.142 13.23167 8.142 16.03595 8.142 8.74607
7.646 12.56839 7.646 15.19805 7.646 8.170477
7.331 12.56074 7.331 14.9627 7.331 7.946193
7.258 11.79237 7.258 13.57403 7.258 7.497614
7.064 11.08191 7.064 12.59895 7.064 7.109853
6.949 10.5579 6.949 11.85319 6.949 6.770783
7.99 23.38163 7.99 25.99292 7.99 13.05684
9.217 31.54421 9.217 30.60713 9.217 14.54965
77.84 32.87164 77.84 29.49064 77.84 16.29574
122.983 151.4615 122.983 163.4322 122.983 153.0404
64.73 130.963 64.73 100.2344 64.73 89.26516
39.231 72.17879 39.231 45.05093 39.231 43.68381
27.292 37.27121 27.292 28.39435 27.292 27.77909
20.94 22.66184 20.94 24.05766 20.94 20.32951
16.125 17.2487 16.125 22.20296 16.125 16.10683
14.199 15.78454 14.199 21.60711 14.199 13.44159
12.251 14.52807 12.251 19.80674 12.251 11.61077
10.847 13.61531 10.847 18.45817 10.847 10.28272
10.038 12.93049 10.038 17.31451 10.038 9.27361
9.165 12.35597 9.165 16.26424 9.165 8.476549
8.713 12.44465 8.713 16.07844 8.713 7.844748
8.384 11.731 8.384 14.62475 8.384 7.32155
8.03 11.05055 8.03 13.59166 8.03 6.87645
7.703 10.50397 7.703 12.74235 7.703 6.49288
8.004 13.2233 8.004 16.16635 8.004 8.301864
7.522 12.96897 7.522 14.37831 7.522 8.649375
7.272 11.91049 7.272 12.87654 7.272 8.467257
7.207 14.37389 7.207 16.13315 7.207 10.39776
7.664 11.76519 7.664 11.68 7.664 9.156393
8.93 24.66337 8.93 24.75693 8.93 16.45642
8.278 27.34434 8.278 24.55612 8.278 15.46058
7.672 18.17381 7.672 13.95438 7.672 12.60785
7.498 12.12594 7.498 10.60237 7.498 10.66041
23.62 35.0047 23.62 38.41996 23.62 20.43208
79.735 121.1489 79.735 127.7441 79.735 98.67219
42.19 76.63137 42.19 48.72961 42.19 40.96612
33.666 51.25567 33.666 38.54329 33.666 35.63583
51.636 68.78527 51.636 68.23783 51.636 52.40381
35.835 43.71837 35.835 34.16865 35.835 30.75183
26.344 25.55193 26.344 23.08575 26.344 21.46676
20.674 18.20012 20.674 21.08202 20.674 16.49378
17.426 16.64374 17.426 21.45618 17.426 14.13208
15.018 16.00802 15.018 20.64552 15.018 12.25591
12.882 13.62571 12.882 17.34608 12.882 10.56845
11.278 11.96441 11.278 15.69479 11.278 9.310598
10.339 11.29371 10.339 15.00559 10.339 8.34332
10.447 13.45615 10.447 17.64212 10.447 8.749896
9.227 12.28151 9.227 14.80638 9.227 7.896116
8.629 10.64733 8.629 12.8286 8.629 7.197916
8.17 9.614374 8.17 11.80565 8.17 6.62297
7.574 8.988924 7.574 11.05038 7.574 6.138496
7.293 8.595309 7.293 10.44833 7.293 5.725059
7.918 13.39833 7.918 16.77222 7.918 9.073923
7.726 12.98377 7.726 13.94813 7.726 8.309515
8.475 14.79595 8.475 16.33148 8.475 10.41706
9.837 16.819 9.837 17.91471 9.837 12.92554
9.152 13.55693 9.152 12.93649 9.152 10.75756
14.348 22.77863 14.348 22.53301 14.348 17.62439
11.664 16.17645 11.664 12.84739 11.664 13.51089
11.867 21.18389 11.867 18.35043 11.867 15.81787
9.688 14.89827 9.688 11.51152 9.688 12.64448
8.811 10.16983 8.811 9.047069 8.811 10.49287
8.79 11.03938 8.79 12.04082 8.79 9.864655
9.945 14.87716 9.945 16.10445 9.945 11.31788
12.238 24.50719 12.238 22.5836 12.238 14.1559
14.539 34.85458 14.539 32.60763 14.539 17.70202
12.622 26.17832 12.622 20.12097 12.622 14.40732
10.631 15.61638 10.631 11.85222 10.631 11.68272
9.884 16.36694 9.884 17.24462 9.884 12.76225
8.787 11.85864 8.787 11.25201 8.787 10.5905
8.376 13.40589 8.376 14.88326 8.376 10.81971
7.678 10.52642 7.678 10.54489 7.678 9.218945
7.24 8.110708 7.24 8.545622 7.24 8.017801
6.817 6.864791 6.817 7.746643 6.817 7.093464
6.34 6.250228 6.34 7.232748 6.34 6.360349
6.055 5.886458 6.055 6.78932 6.055 5.763669
5.809 5.612558 5.809 6.37837 5.809 5.268089
5.405 5.372591 5.405 5.992995 5.405 4.849528
5.122 5.148944 5.122 5.630992 5.122 4.49052
4.928 4.936257 4.928 5.290866 4.928 4.180162
4.901 4.73279 4.901 4.971285 4.901 3.910012
4.964 4.714183 4.964 4.923797 4.964 3.673955
5.432 5.836201 5.432 6.447637 5.432 3.472928
4.689 5.183228 4.689 4.943222 4.689 3.291203
4.19 4.473423 4.19 4.187922 4.19 3.125686
3.892 4.046208 3.892 3.839495 3.892 2.974523
3.786 3.788896 3.786 3.592015 3.786 2.835939
3.643 3.603397 3.643 3.372827 3.643 2.708288
3.489 3.446202 3.489 3.168809 3.489 2.590933
3.202 3.301792 3.202 2.97737 3.202 2.48236
2.981 3.165134 2.981 2.797526 2.981 2.381456
2.862 3.034597 2.862 2.628548 2.862 2.287894
2.862 2.909566 2.862 2.469778 2.862 2.202037
3.49 5.467747 3.49 6.491904 3.49 3.28103
2.815 4.376678 2.815 3.575471 2.815 2.463241
2.798 4.513546 2.798 4.403814 2.798 2.415339
3.357 3.675867 3.357 3.08372 3.357 2.310645
4.336 9.509862 4.336 12.33789 4.336 7.48479
5.04 13.44904 5.04 15.17286 5.04 8.564379
3.521 8.582105 3.521 6.593832 3.521 6.037757
2.966 5.0413 2.966 3.967869 2.966 5.253649
2.813 3.447272 2.813 3.312599 2.813 4.643095
2.746 3.076438 2.746 3.427229 2.746 4.158179
3.369 4.029092 3.369 4.904121 3.369 3.771308
4.282 10.46381 4.282 13.53987 4.282 8.2076
3.073 7.244792 3.073 6.194748 3.073 5.492848
2.726 4.431921 2.726 3.840866 2.726 4.828399
2.594 3.104071 2.594 3.236567 2.594 4.303471
2.491 2.563966 2.491 2.983694 2.491 3.879843
2.387 2.327375 2.387 2.795565 2.387 3.53161
2.178 2.193029 2.178 2.625693 2.178 3.241088
2.053 2.091989 2.053 2.466971 2.053 2.995815
1.999 2.002958 1.999 2.317946 1.999 2.78685
1.933 1.919717 1.933 2.177935 1.933 2.607393
1.936 1.858782 1.936 2.074434 1.936 2.452184
1.857 1.776254 1.857 1.932158 1.857 2.316891
1.826 1.697193 1.826 1.810184 1.826 2.198572
1.918 2.544849 1.918 3.141786 1.918 2.096518
1.954 2.391917 1.954 2.471754 1.954 2.007133
1.95 3.319449 1.95 4.006448 1.95 2.180519
1.924 2.651897 1.924 2.532412 1.924 1.957693
1.84 1.958645 1.84 1.812962 1.84 1.884214
